Rank,Title,Artist,Year
69,Angel,Amanda Perez,2003
70,She Hates Me,Puddle of Mudd,2003
71,Don't Wanna Try,Frankie J,2003
72,The Jump Off,Lil' Kim featuring Mr. Cheeks,2003
73,Intuition,Jewel,2003
74,Hell Yeah,Ginuwine featuring Baby,2003
75,Beer for My Horses,Toby Keith featuring Willie Nelson,2003
76,Holidae In,Chingy featuring Ludacris and Snoop Dogg,2003
77,Suga Suga,Baby Bash featuring Frankie J,2003
78,Love of My Life (An Ode to Hip-Hop),Erykah Badu featuring Common,2003
79,Fighter,Christina Aguilera,2003
80,Thugz Mansion,2Pac,2003
81,Clocks,Coldplay,2003
82,Put That Woman First,Jaheim,2003
83,Rain on Me,Ashanti,2003
84,19 Somethin',Mark Wills,2003
85,"Can't Stop, Won't Stop",Young Gunz,2003
86,Red Dirt Road,Brooks & Dunn,2003
87,What Was I Thinkin',Dierks Bentley,2003
88,Flying Without Wings,Ruben Studdard,2003
89,Sing for the Moment,Eminem,2003
90,Have You Forgotten?,Darryl Worley,2003
91,"No Shoes, No Shirt, No Problems",Kenny Chesney,2003
92,Come Over,Aaliyah,2003
93,Sick of Being Lonely,Field Mob,2003
94,Step in the Name of Love,R. Kelly,2003
95,I Want You,Thalía featuring Fat Joe,2003
96,Like a Stone,Audioslave,2003
97,Don't Know Why,Norah Jones,2003
98,Superman,Eminem,2003
99,Real Good Man,Tim McGraw,2003
100,Say Yes,Floetry,2003
1,Yeah!,Usher featuring Lil Jon and Ludacris,2004
2,Burn,Usher,2004
3,If I Ain't Got You,Alicia Keys,2004
4,This Love,Maroon 5,2004
5,The Way You Move,OutKast featuring Sleepy Brown,2004
6,The Reason,Hoobastank,2004
7,I Don't Wanna Know,Mario Winans featuring Enya and P. Diddy,2004
8,Hey Ya!,OutKast,2004
9,Goodies,Ciara featuring Petey Pablo,2004
10,Lean Back,Terror Squad featuring Fat Joe and Remy Ma,2004
11,Tipsy,J-Kwon,2004
12,Confessions Part II,Usher,2004
13,Slow Motion,Juvenile featuring Soulja Slim,2004
14,Freek-a-Leek,Petey Pablo,2004
15,Here Without You,3 Doors Down,2004
16,Slow Jamz,Twista featuring Kanye West and Jamie Foxx,2004
17,Someday,Nickelback,2004
18,Naughty Girl,Beyoncé,2004
19,My Immortal,Evanescence,2004
20,Sunshine,Lil' Flip featuring Lea,2004
21,Dirt Off Your Shoulder,Jay-Z,2004
22,Move Ya Body,Nina Sky featuring Jabba,2004
23,Dip It Low,Christina Milian,2004
24,My Boo,Usher and Alicia Keys,2004
25,One Call Away,Chingy featuring J-Weav,2004
26,"Me, Myself and I",Beyoncé,2004
27,Turn Me On,Kevin Lyttle featuring Spragga Benz,2004
28,The First Cut Is the Deepest,Sheryl Crow,2004
29,You Don't Know My Name,Alicia Keys,2004
30,My Place,Nelly featuring Jaheim,2004
31,Overnight Celebrity,Twista,2004
32,Hotel,Cassidy featuring R. Kelly,2004
33,Numb,Linkin Park,2004
34,Diary,Alicia Keys featuring Tony! Toni! Toné!,2004
35,She Will Be Loved,Maroon 5,2004
36,White Flag,Dido,2004
37,Heaven,Los Lonely Boys,2004
38,It's My Life,No Doubt,2004
39,Pieces of Me,Ashlee Simpson,2004
40,Leave (Get Out),JoJo,2004
41,Milkshake,Kelis,2004
42,Splash Waterfalls,Ludacris,2004
43,Jesus Walks,Kanye West,2004
44,Locked Up,Akon featuring Styles P,2004
45,Stand Up,Ludacris featuring Shawnna,2004
46,Suga Suga,Baby Bash featuring Frankie J,2004
47,All Falls Down,Kanye West featuring Syleena Johnson,2004
48,Toxic,Britney Spears,2004
49,Salt Shaker,Ying Yang Twins featuring Lil Jon & the East Side Boyz,2004
50,With You,Jessica Simpson,2004
51,Meant to Live,Switchfoot,2004
52,I Like That,"Houston featuring Chingy, Nate Dogg and I-20",2004
53,Sorry 2004,Ruben Studdard,2004
54,My Happy Ending,Avril Lavigne,2004
55,On Fire,Lloyd Banks,2004
56,Roses,OutKast,2004
57,Walked Outta Heaven,Jagged Edge,2004
58,Lose My Breath,Destiny's Child,2004
59,My Band,D12,2004
60,I'm Still in Love with You,Sean Paul featuring Sasha,2004
61,Through the Wire,Kanye West,2004
62,Why?,Jadakiss featuring Anthony Hamilton,2004
63,Fuck It (I Don't Want You Back),Eamon,2004
64,Read Your Mind,Avant,2004
65,Game Over (Flip),Lil' Flip,2004
66,One Thing,Finger Eleven,2004
67,Headsprung,LL Cool J,2004
68,Damn!,YoungBloodZ featuring Lil Jon,2004
69,Baby Boy,Beyoncé featuring Sean Paul,2004
70,Get Low,Lil Jon & the East Side Boyz featuring Ying Yang Twins,2004
71,Drop It Like It's Hot,Snoop Dogg featuring Pharrell,2004
72,U Should've Known Better,Monica,2004
73,On the Way Down,Ryan Cabrera,2004
74,Breakaway,Kelly Clarkson,2004
75,Why Don't You & I,Santana featuring Alex Band or Chad Kroeger,2004
76,Are You Gonna Be My Girl,Jet,2004
77,100 Years,Five for Fighting,2004
78,Step in the Name of Love,R. Kelly,2004
79,Breaking the Habit,Linkin Park,2004
80,Gigolo,Nick Cannon featuring R. Kelly,2004
81,Live Like You Were Dying,Tim McGraw,2004
82,Remember When,Alan Jackson,2004
83,Everytime,Britney Spears,2004
84,Southside,Lloyd featuring Ashanti,2004
85,Dude,Beenie Man featuring Ms. Thing,2004
86,Wanna Get to Know You,G-Unit featuring Joe,2004
87,Holidae In,Chingy featuring Ludacris and Snoop Dogg,2004
88,Let's Get It Started,The Black Eyed Peas,2004
89,When the Sun Goes Down,Kenny Chesney and Uncle Kracker,2004
90,American Soldier,Toby Keith,2004
91,Change Clothes,Jay-Z,2004
92,Don't Tell Me,Avril Lavigne,2004
93,You'll Think of Me,Keith Urban,2004
94,Happy People,R. Kelly,2004
95,Hey Mama,The Black Eyed Peas,2004
96,Over and Over,Nelly featuring Tim McGraw,2004
97,Redneck Woman,Gretchen Wilson,2004
98,Just Lose It,Eminem,2004
99,Letters from Home,John Michael Montgomery,2004
100,I Go Back,Kenny Chesney,2004
1,We Belong Together,Mariah Carey,2005
2,Hollaback Girl,Gwen Stefani,2005
3,Let Me Love You,Mario,2005
4,Since U Been Gone,Kelly Clarkson,2005
5,"1, 2 Step",Ciara featuring Missy Elliott,2005
6,Gold Digger,Kanye West featuring Jamie Foxx,2005
7,Boulevard of Broken Dreams,Green Day,2005
8,Candy Shop,50 Cent featuring Olivia,2005
9,Don't Cha,The Pussycat Dolls featuring Busta Rhymes,2005
10,Behind These Hazel Eyes,Kelly Clarkson,2005
11,Disco Inferno,50 Cent,2005
12,You and Me,Lifehouse,2005
13,Don't Phunk with My Heart,The Black Eyed Peas,2005
14,Lose Control,Missy Elliott featuring Ciara and Fatman Scoop,2005
15,Shake It Off,Mariah Carey,2005
16,Mr. Brightside,The Killers,2005
17,Just a Lil Bit,50 Cent,2005
18,Pon de Replay,Rihanna,2005
19,How We Do,The Game featuring 50 Cent,2005
20,Beverly Hills,Weezer,2005
21,Oh,Ciara featuring Ludacris,2005
22,Lonely No More,Rob Thomas,2005
23,Drop It Like It's Hot,Snoop Dogg featuring Pharrell,2005
24,Hate It or Love It,The Game featuring 50 Cent,2005
25,Lovers & Friends,Lil Jon featuring Usher and Ludacris,2005
26,Soldier,Destiny's Child featuring T.I. and Lil Wayne,2005
27,Breakaway,Kelly Clarkson,2005
28,Switch,Will Smith,2005
29,Let Me Hold You,Bow Wow featuring Omarion,2005
30,Like You,Bow Wow featuring Ciara,2005
31,Rich Girl,Gwen Stefani featuring Eve,2005
32,My Humps,The Black Eyed Peas,2005
33,Obsession (No Es Amor),Frankie J featuring Baby Bash,2005
34,Caught Up,Usher,2005
35,Listen to Your Heart,DHT featuring Edmee,2005
36,Scars,Papa Roach,2005
37,Feel Good Inc.,Gorillaz,2005
38,Let Me Go,3 Doors Down,2005
39,Holiday,Green Day,2005
40,"Sugar, We're Goin Down",Fall Out Boy,2005
41,Grind with Me,Pretty Ricky,2005
42,Run It!,Chris Brown featuring Juelz Santana,2005
43,Photograph,Nickelback,2005
44,Lonely,Akon,2005
45,Collide,Howie Day,2005
46,Wake Me Up When September Ends,Green Day,2005
47,Slow Down,Bobby Valentino,2005
48,Over and Over,Nelly featuring Tim McGraw,2005
49,Some Cut,Trillville featuring Cutty,2005
50,Get It Poppin',Fat Joe featuring Nelly,2005
51,Play,David Banner,2005
52,Soul Survivor,Young Jeezy featuring Akon,2005
53,Pimpin' All Over the World,Ludacris featuring Bobby Valentino,2005
54,My Boo,Usher and Alicia Keys,2005
55,Sugar (Gimme Some),"Trick Daddy featuring Ludacris, Lil' Kim and Cee Lo Green",2005
56,Karma,Alicia Keys,2005
57,Speed of Sound,Coldplay,2005
58,I Don't Want to Be,Gavin DeGraw,2005
59,Mockingbird,Eminem,2005
60,La Tortura,Shakira featuring Alejandro Sanz,2005
61,She Will Be Loved,Maroon 5,2005
62,Baby I'm Back,Baby Bash featuring Akon,2005
63,Wait (The Whisper Song),Ying Yang Twins,2005
64,Incomplete,Backstreet Boys,2005
65,Bring Em Out,T.I.,2005
66,Cater 2 U,Destiny's Child,2005
67,1 Thing,Amerie,2005
68,Best of You,Foo Fighters,2005
69,It's Like That,Mariah Carey featuring Jermaine Dupri and Fatman Scoop,2005
70,Goin' Crazy,Natalie,2005
71,Inside Your Heaven,Carrie Underwood,2005
72,Because of You,Kelly Clarkson,2005
73,Truth Is,Fantasia,2005
74,Your Body,Pretty Ricky,2005
75,Beautiful Soul,Jesse McCartney,2005
76,Cool,Gwen Stefani,2005
77,Get Back,Ludacris,2005
78,Outta Control,50 Cent featuring Mobb Deep,2005
79,U Don't Know Me,T.I.,2005
80,These Words,Natasha Bedingfield,2005
81,Don't Lie,The Black Eyed Peas,2005
82,Get Right,Jennifer Lopez,2005
83,Daughters,John Mayer,2005
84,As Good as I Once Was,Toby Keith,2005
85,Girlfight,Brooke Valentine featuring Lil Jon and Big Boi,2005
86,Lose My Breath,Destiny's Child,2005
87,Ordinary People,John Legend,2005
88,We Be Burnin',Sean Paul,2005
89,Just the Girl,The Click Five,2005
90,TRUE,Ryan Cabrera,2005
91,O,Omarion,2005
92,Back Then,Mike Jones,2005
93,Numb/Encore,Jay-Z and Linkin Park,2005
94,Wonderful,Ja Rule featuring R. Kelly and Ashanti,2005
95,I'm Sprung,T-Pain,2005
96,Chariot,Gavin DeGraw,2005
97,U Already Know,112 featuring Foxy Brown,2005
98,Mississippi Girl,Faith Hill,2005
99,Number One Spot,Ludacris,2005
100,Give Me That,Webbie featuring Bun B,2005
1,Bad Day,Daniel Powter,2006
2,Temperature,Sean Paul,2006
3,Promiscuous,Nelly Furtado featuring Timbaland,2006
4,You're Beautiful,James Blunt,2006
5,Hips Don't Lie,Shakira featuring Wyclef Jean,2006
6,Unwritten,Natasha Bedingfield,2006
7,Crazy,Gnarls Barkley,2006
8,Ridin',Chamillionaire featuring Krayzie Bone,2006
9,SexyBack,Justin Timberlake featuring Timbaland,2006
10,Check on It,Beyoncé featuring Slim Thug,2006
11,Be Without You,Mary J. Blige,2006
12,Grillz,"Nelly, Paul Wall and Ali & Gipp",2006
13,Over My Head (Cable Car),The Fray,2006
14,Me & U,Cassie,2006
15,Buttons,Pussycat Dolls featuring Snoop Dogg,2006
16,Run It!,Chris Brown featuring Juelz Santana,2006
17,So Sick,Ne-Yo,2006
18,It's Goin' Down,Yung Joc featuring Nitti,2006
19,SOS,Rihanna,2006
20,I Write Sins Not Tragedies,Panic! at the Disco,2006
21,Move Along,The All-American Rejects,2006
22,London Bridge,Fergie,2006
23,Dani California,Red Hot Chili Peppers,2006
24,Snap Yo Fingers,Lil Jon featuring E-40 and Sean Paul,2006
25,"Lean wit It, Rock wit It",Dem Franchize Boyz,2006
26,What Hurts the Most,Rascal Flatts,2006
27,How to Save a Life,The Fray,2006
28,Unfaithful,Rihanna,2006
29,Chasing Cars,Snow Patrol,2006
30,Lips of an Angel,Hinder,2006
31,Everytime We Touch,Cascada,2006
32,Ain't No Other Man,Christina Aguilera,2006
33,"Dance, Dance",Fall Out Boy,2006
34,Gold Digger,Kanye West featuring Jamie Foxx,2006
35,Money Maker,Ludacris featuring Pharrell,2006
36,Ms. New Booty,Bubba Sparxxx featuring Ying Yang Twins,2006
37,(When You Gonna) Give It Up to Me,Sean Paul featuring Keyshia Cole,2006
38,Photograph,Nickelback,2006
39,Because of You,Kelly Clarkson,2006
40,Stickwitu,Pussycat Dolls,2006
41,I'm 'n Luv (wit a Stripper),T-Pain featuring Mike Jones,2006
42,My Humps,The Black Eyed Peas,2006
43,Where'd You Go,Fort Minor featuring Holly Brook and Jonah Matranga,2006
44,Yo (Excuse Me Miss),Chris Brown,2006
45,Walk Away,Kelly Clarkson,2006
46,Laffy Taffy,D4L,2006
47,What You Know,T.I.,2006
48,Dirty Little Secret,The All-American Rejects,2006
49,Savin' Me,Nickelback,2006
50,Don't Forget About Us,Mariah Carey,2006
51,Sexy Love,Ne-Yo,2006
52,U and Dat,E-40 featuring T-Pain and Kandi Girl,2006
53,Far Away,Nickelback,2006
54,What's Left of Me,Nick Lachey,2006
55,So What,Field Mob featuring Ciara,2006
56,Do It to It,Cherish featuring Sean P,2006
57,Black Horse and the Cherry Tree,KT Tunstall,2006
58,There It Go (The Whistle Song),Juelz Santana,2006
59,Shoulder Lean,Young Dro featuring T.I.,2006
60,Unpredictable,Jamie Foxx featuring Ludacris,2006
61,My Love,Justin Timberlake featuring T.I.,2006
62,Shake That,Eminem featuring Nate Dogg,2006
63,Pullin' Me Back,Chingy featuring Tyrese,2006
64,Bossy,Kelis featuring Too Short,2006
65,Chain Hang Low,Jibbs,2006
66,Smack That,Akon featuring Eminem,2006
67,One Wish,Ray J,2006
68,"Sugar, We're Goin Down",Fall Out Boy,2006
69,Gimme That,Chris Brown featuring Lil Wayne,2006
70,I Know You See It,Yung Joc,2006
71,Who Says You Can't Go Home,Bon Jovi featuring Jennifer Nettles,2006
72,Too Little Too Late,JoJo,2006
73,Touch It,Busta Rhymes,2006
74,Rompe,Daddy Yankee,2006
75,Déjà Vu,Beyoncé featuring Jay-Z,2006
76,Life Is a Highway,Rascal Flatts,2006
77,Call Me When You're Sober,Evanescence,2006
78,"Jesus, Take the Wheel",Carrie Underwood,2006
79,Show Stopper,Danity Kane featuring Yung Joc,2006
80,Get Up,Ciara featuring Chamillionaire,2006
81,We Be Burnin',Sean Paul,2006
82,Hate Me,Blue October,2006
83,You and Me,Lifehouse,2006
84,Beep,Pussycat Dolls featuring will.i.am,2006
85,I Think They Like Me,"Dem Franchize Boyz featuring Jermaine Dupri, Da Brat and Bow Wow",2006
86,Say Goodbye,Chris Brown,2006
87,Waiting on the World to Change,John Mayer,2006
88,Soul Survivor,Young Jeezy featuring Akon,2006
89,Pump It,The Black Eyed Peas,2006
90,When I'm Gone,Eminem,2006
91,Hung Up,Madonna,2006
92,Stay Fly,Three 6 Mafia featuring Young Buck and 8Ball & MJG,2006
93,Love,Keyshia Cole,2006
94,When You're Mad,Ne-Yo,2006
95,Why You Wanna,T.I.,2006
96,Stupid Girls,Pink,2006
97,Feel Good Inc.,Gorillaz,2006
98,I'm Sprung,T-Pain,2006
99,Do I Make You Proud,Taylor Hicks,2006
100,For You I Will (Confidence),Teddy Geiger,2006
1,Irreplaceable,Beyoncé,2007
2,Umbrella,Rihanna featuring Jay-Z,2007
3,The Sweet Escape,Gwen Stefani featuring Akon,2007
4,Big Girls Don't Cry,Fergie,2007
5,Buy U a Drank (Shawty Snappin'),T-Pain featuring Yung Joc,2007
6,Before He Cheats,Carrie Underwood,2007
7,Hey There Delilah,Plain White T's,2007
8,I Wanna Love You,Akon featuring Snoop Dogg,2007
9,Say It Right,Nelly Furtado,2007
10,Glamorous,Fergie featuring Ludacris,2007
11,Don't Matter,Akon,2007
12,Girlfriend,Avril Lavigne,2007
13,Makes Me Wonder,Maroon 5,2007
14,Party Like a Rockstar,Shop Boyz,2007
15,Smack That,Akon featuring Eminem,2007
16,This Is Why I'm Hot,Mims,2007
17,It's Not Over,Daughtry,2007
18,The Way I Are,Timbaland featuring Keri Hilson,2007
19,Fergalicious,Fergie featuring will.i.am,2007
20,Crank That (Soulja Boy),Soulja Boy Tell 'Em,2007
21,Give It to Me,Timbaland featuring Nelly Furtado and Justin Timberlake,2007
22,What Goes Around... Comes Around,Justin Timberlake,2007
23,Cupid's Chokehold,Gym Class Heroes featuring Patrick Stump,2007
24,How to Save a Life,The Fray,2007
25,Home,Daughtry,2007
26,My Love,Justin Timberlake featuring T.I.,2007
27,Stronger,Kanye West,2007
28,We Fly High,Jim Jones,2007
29,U + Ur Hand,Pink,2007
30,Walk It Out,Unk,2007
31,Beautiful Girls,Sean Kingston,2007
32,"This Ain't a Scene, It's an Arms Race",Fall Out Boy,2007
33,Bartender,T-Pain featuring Akon,2007
34,"Pop, Lock & Drop It",Huey,2007
35,Runaway Love,Ludacris featuring Mary J. Blige,2007
36,Rockstar,Nickelback,2007
37,Thnks fr th Mmrs,Fall Out Boy,2007
38,What I've Done,Linkin Park,2007
39,Summer Love,Justin Timberlake,2007
40,You,Lloyd featuring Lil Wayne,2007
41,Wait for You,Elliott Yamin,2007
42,Last Night,Diddy featuring Keyshia Cole,2007
43,Make It Rain,Fat Joe featuring Lil Wayne,2007
44,Make Me Better,Fabolous featuring Ne-Yo,2007
45,Ice Box,Omarion featuring Timbaland,2007
46,Lips of an Angel,Hinder,2007
47,Waiting on the World to Change,John Mayer,2007
48,Lost Without U,Robin Thicke,2007
49,I'm a Flirt,R. Kelly featuring T.I. and T-Pain,2007
50,If Everyone Cared,Nickelback,2007
51,Get It Shawty,Lloyd,2007
52,Face Down,The Red Jumpsuit Apparatus,2007
53,The Way I Live,Baby Boy da Prince,2007
54,Shortie Like Mine,Bow Wow featuring Chris Brown and Johntá Austin,2007
55,It Ends Tonight,The All-American Rejects,2007
56,A Bay Bay,Hurricane Chris,2007
57,Because of You,Ne-Yo,2007
58,I Tried,Bone Thugs-n-Harmony featuring Akon,2007
59,Welcome To The Black Parade,My Chemical Romance,2007
60,Shawty,Plies featuring T-Pain,2007
61,Chasing Cars,Snow Patrol,2007
62,Beautiful Liar,Beyoncé and Shakira,2007
63,SexyBack,Justin Timberlake featuring Timbaland,2007
64,Keep Holding On,Avril Lavigne,2007
65,Let It Go,Keyshia Cole featuring Missy Elliott and Lil' Kim,2007
66,Apologize,Timbaland featuring OneRepublic,2007
67,Bubbly,Colbie Caillat,2007
68,Like a Boy,Ciara,2007
69,Who Knew,Pink,2007
70,Never Again,Kelly Clarkson,2007
71,Promise,Ciara,2007
72,Bed,J. Holiday,2007
73,Throw Some D's,Rich Boy featuring Polow da Don,2007
74,Rehab,Amy Winehouse,2007
75,Big Shit Poppin' (Do It),T.I.,2007
76,No One,Alicia Keys,2007
77,The Great Escape,Boys Like Girls,2007
78,2 Step,Unk,2007
79,Walk Away (Remember Me),Paula DeAnda featuring The D.E.Y.,2007
80,Go Getta,Young Jeezy featuring R. Kelly,2007
81,Here (In Your Arms),Hellogoodbye,2007
82,On the Hotline,Pretty Ricky,2007
83,Wind It Up,Gwen Stefani,2007
84,Cyclone,Baby Bash featuring T-Pain,2007
85,Break It Off,Rihanna featuring Sean Paul,2007
86,First Time,Lifehouse,2007
87,Ayo Technology,50 Cent featuring Justin Timberlake and Timbaland,2007
88,Outta My System,Bow Wow featuring T-Pain and Johntá Austin,2007
89,Teardrops on My Guitar,Taylor Swift,2007
90,Shut Up and Drive,Rihanna,2007
91,Snow (Hey Oh),Red Hot Chili Peppers,2007
92,Money Maker,Ludacris featuring Pharrell,2007
93,Kiss Kiss,Chris Brown featuring T-Pain,2007
94,Far Away,Nickelback,2007
95,Rock Yo Hips,Crime Mob and Lil' Scrappy,2007
96,LoveStoned,Justin Timberlake,2007
97,Better than Me,Hinder,2007
98,Paralyzer,Finger Eleven,2007
99,That's That,Snoop Dogg featuring R. Kelly,2007
100,Same Girl,R. Kelly featuring Usher,2007
1,Low,Flo Rida featuring T-Pain,2008
2,Bleeding Love,Leona Lewis,2008
3,No One,Alicia Keys,2008
4,Lollipop,Lil Wayne featuring Static Major,2008
5,Apologize,Timbaland featuring OneRepublic,2008
6,No Air,Jordin Sparks and Chris Brown,2008
7,Love Song,Sara Bareilles,2008
8,Love in This Club,Usher featuring Young Jeezy,2008
9,With You,Chris Brown,2008
10,Forever,Chris Brown,2008
11,Sexy Can I,Ray J featuring Yung Berg,2008
12,Take a Bow,Rihanna,2008
13,Viva la Vida,Coldplay,2008
14,I Kissed a Girl,Katy Perry,2008
15,Whatever You Like,T.I.,2008
16,Disturbia,Rihanna,2008
17,Don't Stop the Music,Rihanna,2008
18,Pocketful of Sunshine,Natasha Bedingfield,2008
19,Kiss Kiss,Chris Brown featuring T-Pain,2008
20,Closer,Ne-Yo,2008
21,Bubbly,Colbie Caillat,2008
22,Touch My Body,Mariah Carey,2008
23,4 Minutes,Madonna featuring Justin Timberlake and Timbaland,2008
24,So What,Pink,2008
25,Paralyzer,Finger Eleven,2008
26,Clumsy,Fergie,2008
27,I'm Yours,Jason Mraz,2008
28,Leavin',Jesse McCartney,2008
29,Dangerous,Kardinal Offishall featuring Akon,2008
30,Tattoo,Jordin Sparks,2008
31,See You Again,Miley Cyrus,2008
32,Shake It,Metro Station,2008
33,Stop and Stare,OneRepublic,2008
34,Take You There,Sean Kingston,2008
35,Paper Planes,M.I.A.,2008
36,Hot n Cold,Katy Perry,2008
37,Live Your Life,T.I. featuring Rihanna,2008
38,Bust It Baby (Part 2),Plies featuring Ne-Yo,2008
39,American Boy,Estelle featuring Kanye West,2008
40,Got Money,Lil Wayne featuring T-Pain,2008
41,Our Song,Taylor Swift,2008
42,Damaged,Danity Kane,2008
43,A Milli,Lil Wayne,2008
44,Sorry,Buckcherry,2008
45,Independent,Webbie featuring Lil Boosie and Lil Phat,2008
46,Can't Believe It,T-Pain featuring Lil Wayne,2008
47,Like You'll Never See Me Again,Alicia Keys,2008
48,Teardrops on My Guitar,Taylor Swift,2008
49,When I Grow Up,Pussycat Dolls,2008
50,Sexual Eruption,Snoop Dogg,2008
51,What You Got,Colby O'Donis featuring Akon,2008
52,It's Not My Time,3 Doors Down,2008
53,Better in Time,Leona Lewis,2008
54,Crank That (Soulja Boy),Soulja Boy Tell 'Em,2008
55,Shadow of the Day,Linkin Park,2008
56,Sweetest Girl (Dollar Bill),"Wyclef Jean featuring Akon, Lil Wayne and Niia",2008
57,Miss Independent,Ne-Yo,2008
58,Fall for You,Secondhand Serenade,2008
59,In the Ayer,Flo Rida featuring will.i.am,2008
60,Say,John Mayer,2008
61,One Step at a Time,Jordin Sparks,2008
62,Hate That I Love You,Rihanna featuring Ne-Yo,2008
63,Superstar,Lupe Fiasco featuring Matthew Santos,2008
64,Suffocate,J. Holiday,2008
65,Let It Rock,Kevin Rudolf featuring Lil Wayne,2008
66,Get Like Me,David Banner featuring Chris Brown and Yung Joc,2008
67,Realize,Colbie Caillat,2008
68,Put On,Young Jeezy featuring Kanye West,2008
69,The Time of My Life,David Cook,2008
70,Lolli Lolli (Pop That Body),Three 6 Mafia,2008
71,Cyclone,Baby Bash featuring T-Pain,2008
72,Love Like This,Natasha Bedingfield featuring Sean Kingston,2008
73,Burnin' Up,Jonas Brothers featuring Big Rob,2008
74,Love Lockdown,Kanye West,2008
75,I Luv Your Girl,The-Dream,2008
76,Crush,David Archuleta,2008
77,Hypnotized,Plies featuring Akon,2008
78,Big Girls Don't Cry,Fergie,2008
79,Good Life,Kanye West featuring T-Pain,2008
80,Womanizer,Britney Spears,2008
81,Love Story,Taylor Swift,2008
82,Just Fine,Mary J. Blige,2008
83,Piece of Me,Britney Spears,2008
84,The Boss,Rick Ross featuring T-Pain,2008
85,All Summer Long,Kid Rock,2008
86,Can't Help but Wait,Trey Songz,2008
87,In Love with a Girl,Gavin DeGraw,2008
88,My Life,The Game featuring Lil Wayne,2008
89,I Remember,Keyshia Cole,2008
90,Flashing Lights,Kanye West featuring Dwele,2008
91,Mrs. Officer,Lil Wayne featuring Bobby Valentino and Kidd Kidd,2008
92,7 Things,Miley Cyrus,2008
93,You're Gonna Miss This,Trace Adkins,2008
94,Love Remains the Same,Gavin Rossdale,2008
95,Feels Like Tonight,Daughtry,2008
96,The Way I Are,Timbaland featuring Keri Hilson,2008
97,Addicted,Saving Abel,2008
98,Into the Night,Santana featuring Chad Kroeger,2008
99,Heaven Sent,Keyshia Cole,2008
100,She Got It,2 Pistols featuring T-Pain and Tay Dizm,2008
1,Boom Boom Pow,The Black Eyed Peas,2009
2,Poker Face,Lady Gaga,2009
3,Just Dance,Lady Gaga featuring Colby O'Donis,2009
4,I Gotta Feeling,The Black Eyed Peas,2009
5,Love Story,Taylor Swift,2009
6,Right Round,Flo Rida,2009
7,I'm Yours,Jason Mraz,2009
8,Single Ladies (Put a Ring on It),Beyoncé,2009
9,Heartless,Kanye West,2009
10,Gives You Hell,The All-American Rejects,2009
11,You Belong with Me,Taylor Swift,2009
12,Dead and Gone,T.I. featuring Justin Timberlake,2009
13,You Found Me,The Fray,2009
14,Use Somebody,Kings of Leon,2009
15,Knock You Down,Keri Hilson featuring Kanye West and Ne-Yo,2009
16,Blame It,Jamie Foxx featuring T-Pain,2009
17,I Know You Want Me (Calle Ocho),Pitbull,2009
18,Live Your Life,T.I. featuring Rihanna,2009
19,Kiss Me thru the Phone,Soulja Boy Tell 'Em featuring Sammie,2009
20,Down,Jay Sean featuring Lil Wayne,2009
21,The Climb,Miley Cyrus,2009
22,Best I Ever Had,Drake,2009
23,My Life Would Suck Without You,Kelly Clarkson,2009
24,Halo,Beyoncé,2009
25,Hot n Cold,Katy Perry,2009
26,Second Chance,Shinedown,2009
27,Circus,Britney Spears,2009
28,Day 'n' Nite,Kid Cudi,2009
29,Party in the U.S.A.,Miley Cyrus,2009
30,Don't Trust Me,3OH!3,2009
31,Run This Town,Jay-Z featuring Rihanna and Kanye West,2009
32,Let It Rock,Kevin Rudolf featuring Lil Wayne,2009
33,Fire Burning,Sean Kingston,2009
34,Whatcha Say,Jason Derulo,2009
35,LoveGame,Lady Gaga,2009
36,Waking Up in Vegas,Katy Perry,2009
37,Birthday Sex,Jeremih,2009
